         -23.0258509           0.0000000           0.0000000           0.0000000
         -23.0028020           0.0000000           0.0000000           0.0000000
         -22.9797531           0.0000000           0.0000000           0.0000000
         -22.9567042           0.0000000           0.0000000           0.0000000
         -22.9336553           0.0000000           0.0000000           0.0000000
         -22.9106064           0.0000000           0.0000000           0.0000000
         -22.8875575           0.0000000           0.0000000           0.0000000
         -22.8645086           0.0000000           0.0000000           0.0000000
         -22.8414597           0.0000000           0.0000000           0.0000000
         -22.8184108           0.0000000           0.0000000           0.0000000
         -22.7953619           0.0000000           0.0000000           0.0000000
         -22.7723130           0.0000000           0.0000000           0.0000000
         -22.7492641           0.0000000           0.0000000           0.0000000
         -22.7262152           0.0000000           0.0000000           0.0000000
         -22.7031663           0.0000000           0.0000000           0.0000000
         -22.6801174           0.0000000           0.0000000           0.0000000
         -22.6570685           0.0000000           0.0000000           0.0000000
         -22.6340196           0.0000000           0.0000000           0.0000000
         -22.6109707           0.0000000           0.0000000           0.0000000
         -22.5879218           0.0000000           0.0000000           0.0000000
         -22.5648729           0.0000000           0.0000000           0.0000000
         -22.5418240           0.0000000           0.0000000           0.0000000
         -22.5187751           0.0000000           0.0000000           0.0000000
         -22.4957262           0.0000000           0.0000000           0.0000000
         -22.4726773           0.0000000           0.0000000           0.0000000
         -22.4496284           0.0000000           0.0000000           0.0000000
         -22.4265795           0.0000000           0.0000000           0.0000000
         -22.4035306           0.0000000           0.0000000           0.0000000
         -22.3804817           0.0000000           0.0000000           0.0000000
         -22.3574328           0.0000000           0.0000000           0.0000000
         -22.3343839           0.0000000           0.0000000           0.0000000
         -22.3113350           0.0000000           0.0000000           0.0000000
         -22.2882861           0.0000000           0.0000000           0.0000000
         -22.2652372           0.0000000           0.0000000           0.0000000
         -22.2421883           0.0000000           0.0000000           0.0000000
         -22.2191394           0.0000000           0.0000000           0.0000000
         -22.1960905           0.0000000           0.0000000           0.0000000
         -22.1730416           0.0000000           0.0000000           0.0000000
         -22.1499927           0.0000000           0.0000000           0.0000000
         -22.1269438           0.0000000           0.0000000           0.0000000
         -22.1038949           0.0000000           0.0000000           0.0000000
         -22.0808460           0.0000000           0.0000000           0.0000000
         -22.0577971           0.0000000           0.0000000           0.0000000
         -22.0347482           0.0000000           0.0000000           0.0000000
         -22.0116993           0.0000000           0.0000000           0.0000000
         -21.9886504           0.0000000           0.0000000           0.0000000
         -21.9656015           0.0000000           0.0000000           0.0000000
         -21.9425526           0.0000000           0.0000000           0.0000000
         -21.9195037           0.0000000           0.0000000           0.0000000
         -21.8964548           0.0000000           0.0000000           0.0000000
         -21.8734059           0.0000000           0.0000000           0.0000000
