     -2.3025851E+001      9.9999998E-001
     -2.3002802E+001      9.9999998E-001
     -2.2979753E+001      9.9999998E-001
     -2.2956704E+001      9.9999998E-001
     -2.2933655E+001      9.9999998E-001
     -2.2910606E+001      9.9999998E-001
     -2.2887558E+001      9.9999998E-001
     -2.2864509E+001      9.9999998E-001
     -2.2841460E+001      9.9999998E-001
     -2.2818411E+001      9.9999998E-001
     -2.2795362E+001      9.9999999E-001
     -2.2772313E+001      9.9999999E-001
     -2.2749264E+001      9.9999999E-001
     -2.2726215E+001      9.9999999E-001
     -2.2703166E+001      9.9999999E-001
     -2.2680117E+001      9.9999999E-001
     -2.2657069E+001      9.9999999E-001
     -2.2634020E+001      9.9999999E-001
     -2.2610971E+001      9.9999999E-001
     -2.2587922E+001      9.9999999E-001
     -2.2564873E+001      9.9999999E-001
     -2.2541824E+001      9.9999999E-001
     -2.2518775E+001      9.9999999E-001
     -2.2495726E+001      9.9999999E-001
     -2.2472677E+001      9.9999999E-001
     -2.2449628E+001      9.9999999E-001
     -2.2426580E+001      9.9999999E-001
     -2.2403531E+001      9.9999999E-001
     -2.2380482E+001      9.9999999E-001
     -2.2357433E+001      9.9999999E-001
     -2.2334384E+001      9.9999999E-001
     -2.2311335E+001      9.9999999E-001
     -2.2288286E+001      9.9999999E-001
     -2.2265237E+001      1.0000000E+000
     -2.2242188E+001      9.9999999E-001
     -2.2219139E+001      9.9999999E-001
     -2.2196091E+001      9.9999999E-001
     -2.2173042E+001      1.0000000E+000
     -2.2149993E+001      1.0000000E+000
     -2.2126944E+001      1.0000000E+000
     -2.2103895E+001      1.0000000E+000
     -2.2080846E+001      9.9999999E-001
     -2.2057797E+001      1.0000000E+000
     -2.2034748E+001      1.0000000E+000
     -2.2011699E+001      1.0000000E+000
     -2.1988650E+001      1.0000000E+000
     -2.1965602E+001      1.0000000E+000
     -2.1942553E+001      9.9999999E-001
     -2.1919504E+001      1.0000000E+000
     -2.1896455E+001      1.0000000E+000
     -2.1873406E+001      1.0000000E+000
     -2.1850357E+001      1.0000000E+000
     -2.1827308E+001      1.0000000E+000
     -2.1804259E+001      1.0000000E+000
     -2.1781210E+001      1.0000000E+000
     -2.1758161E+001      1.0000000E+000
     -2.1735113E+001      1.0000000E+000
     -2.1712064E+001      1.0000000E+000
     -2.1689015E+001      1.0000000E+000
     -2.1665966E+001      1.0000000E+000
     -2.1642917E+001      1.0000000E+000
     -2.1619868E+001      1.0000000E+000
     -2.1596819E+001      1.0000000E+000
     -2.1573770E+001      1.0000000E+000
     -2.1550721E+001      1.0000000E+000
     -2.1527672E+001      1.0000000E+000
     -2.1504624E+001      1.0000000E+000
     -2.1481575E+001      1.0000000E+000
     -2.1458526E+001      1.0000000E+000
     -2.1435477E+001      1.0000000E+000
     -2.1412428E+001      1.0000000E+000
     -2.1389379E+001      1.0000000E+000
     -2.1366330E+001      1.0000000E+000
     -2.1343281E+001      1.0000000E+000
     -2.1320232E+001      1.0000000E+000
     -2.1297183E+001      1.0000000E+000
     -2.1274135E+001      1.0000000E+000
     -2.1251086E+001      1.0000000E+000
     -2.1228037E+001      1.0000000E+000
     -2.1204988E+001      1.0000000E+000
     -2.1181939E+001      1.0000000E+000
     -2.1158890E+001      1.0000000E+000
     -2.1135841E+001      1.0000000E+000
     -2.1112792E+001      1.0000000E+000
     -2.1089743E+001      1.0000000E+000
     -2.1066694E+001      1.0000000E+000
     -2.1043646E+001      1.0000000E+000
     -2.1020597E+001      1.0000000E+000
     -2.0997548E+001      1.0000000E+000
     -2.0974499E+001      1.0000000E+000
     -2.0951450E+001      1.0000000E+000
     -2.0928401E+001      1.0000000E+000
     -2.0905352E+001      1.0000000E+000
     -2.0882303E+001      1.0000000E+000
     -2.0859254E+001      1.0000000E+000
     -2.0836205E+001      1.0000000E+000
     -2.0813157E+001      1.0000000E+000
     -2.0790108E+001      1.0000000E+000
     -2.0767059E+001      1.0000000E+000
     -2.0744010E+001      1.0000000E+000
     -2.0720961E+001      1.0000000E+000
     -2.0697912E+001      1.0000000E+000
     -2.0674863E+001      1.0000000E+000
     -2.0651814E+001      1.0000000E+000
     -2.0628765E+001      1.0000000E+000
     -2.0605716E+001      1.0000000E+000
     -2.0582668E+001      1.0000000E+000
